Time,Driver,LapTime,NumberOfLaps,NumberOfPitStops,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound_ffill,Stint_ffill,TotalLaps,DriverNumber,DriverAbbreviation,Team,TrackTemp,AirTemp,Humidity,Rainfall,TrackStatus,Season,Race,Session,Circuit,OfficialEventName,LapTimeSeconds,TyreCompound,TyreAge,Stint,EstimatedFuelLoad_kg,Classification,UsedInModel,ClassificationReason,EstimatedFuelEffect_sec,EstimatedTrackEvoEffect_sec,EstimatedThermalEffect_sec,NormalisedLapTime_sec,Provenance,Stint_ID,StintBasePace_sec,EstimatedTyreDegradation_sec,NaiveRawStintDelta_sec
0 days 01:24:50.405000,10,0 days 00:01:27.628000,15,0,,,0 days 00:00:28.110000,0 days 00:00:30.355000,0 days 00:00:29.163000,0 days 01:23:50.911000,0 days 01:24:21.266000,0 days 01:24:50.429000,308.0,324.0,303.0,332.0,False,MEDIUM,0.0,15.0,10,10,AlphaTauri,43.3,28.1,32.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.628,MEDIUM,15.0,0,77.26,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.55,-0.282,0.028,85.332,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s0,84.328,1.004,0.003
0 days 01:26:17.933000,10,0 days 00:01:27.528000,16,0,,,0 days 00:00:28.085000,0 days 00:00:30.289000,0 days 00:00:29.154000,0 days 01:25:18.514000,0 days 01:25:48.803000,0 days 01:26:17.957000,307.0,324.0,302.0,,False,MEDIUM,0.0,16.0,10,10,AlphaTauri,43.8,28.1,32.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.528,MEDIUM,16.0,0,75.28,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.484,-0.295,0.034,85.305,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s0,84.328,0.977,-0.097
0 days 01:27:45.655000,10,0 days 00:01:27.722000,17,0,,,0 days 00:00:28.320000,0 days 00:00:30.266000,0 days 00:00:29.136000,0 days 01:26:46.277000,0 days 01:27:16.543000,0 days 01:27:45.679000,309.0,324.0,301.0,327.0,False,MEDIUM,0.0,17.0,10,10,AlphaTauri,43.2,28.1,32.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.722,MEDIUM,17.0,0,73.3,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.419,-0.307,0.027,85.583,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s0,84.328,1.255,0.097
0 days 01:32:33.641000,10,0 days 00:01:27.469000,20,1,,,0 days 00:00:28.325000,0 days 00:00:29.951000,0 days 00:00:29.193000,0 days 01:31:34.521000,0 days 01:32:04.472000,0 days 01:32:33.665000,307.0,334.0,302.0,307.0,False,HARD,1.0,3.0,10,10,AlphaTauri,43.7,28.3,31.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.469,HARD,3.0,1,67.36,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.223,-0.339,0.003,85.582,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.0,0.022
0 days 01:34:01.088000,10,0 days 00:01:27.447000,21,1,,,0 days 00:00:28.215000,0 days 00:00:30.016000,0 days 00:00:29.216000,0 days 01:33:01.880000,0 days 01:33:31.896000,0 days 01:34:01.112000,309.0,325.0,304.0,327.0,False,HARD,1.0,4.0,10,10,AlphaTauri,43.5,28.3,31.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.447,HARD,4.0,1,65.38,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.158,-0.349,0.002,85.636,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.041,0.0
0 days 01:35:28.418000,10,0 days 00:01:27.330000,22,1,,,0 days 00:00:28.096000,0 days 00:00:30.117000,0 days 00:00:29.117000,0 days 01:34:29.208000,0 days 01:34:59.325000,0 days 01:35:28.442000,311.0,326.0,304.0,325.0,False,HARD,1.0,5.0,10,10,AlphaTauri,43.4,28.2,31.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.33,HARD,5.0,1,63.4,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.092,-0.359,0.002,85.595,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.0,-0.117
0 days 01:36:55.364000,10,0 days 00:01:26.946000,23,1,,,0 days 00:00:28.058000,0 days 00:00:29.904000,0 days 00:00:28.984000,0 days 01:35:56.500000,0 days 01:36:26.404000,0 days 01:36:55.388000,310.0,326.0,304.0,327.0,True,HARD,1.0,6.0,10,10,AlphaTauri,43.4,28.2,32.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,86.946,HARD,6.0,1,61.42,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.027,-0.368,0.002,85.285,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.0,-0.501
0 days 01:38:22.390000,10,0 days 00:01:27.026000,24,1,,,0 days 00:00:28.161000,0 days 00:00:29.890000,0 days 00:00:28.975000,0 days 01:37:23.549000,0 days 01:37:53.439000,0 days 01:38:22.414000,311.0,327.0,304.0,326.0,False,HARD,1.0,7.0,10,10,AlphaTauri,43.2,28.3,31.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.026,HARD,7.0,1,59.43,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.961,-0.376,0.001,85.44,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.0,-0.421
0 days 01:39:49.464000,10,0 days 00:01:27.074000,25,1,,,0 days 00:00:28.164000,0 days 00:00:29.992000,0 days 00:00:28.918000,0 days 01:38:50.578000,0 days 01:39:20.570000,0 days 01:39:49.488000,307.0,325.0,303.0,329.0,False,HARD,1.0,8.0,10,10,AlphaTauri,43.6,28.1,31.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.074,HARD,8.0,1,57.45,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.896,-0.384,0.003,85.559,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.0,-0.373
0 days 01:41:16.660000,10,0 days 00:01:27.196000,26,1,,,0 days 00:00:28.163000,0 days 00:00:30.091000,0 days 00:00:28.942000,0 days 01:40:17.651000,0 days 01:40:47.742000,0 days 01:41:16.684000,309.0,326.0,303.0,328.0,False,HARD,1.0,9.0,10,10,AlphaTauri,43.2,27.9,32.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.196,HARD,9.0,1,55.47,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.831,-0.392,0.001,85.756,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.161,-0.251
0 days 01:42:43.576000,10,0 days 00:01:26.916000,27,1,,,0 days 00:00:28.085000,0 days 00:00:29.914000,0 days 00:00:28.917000,0 days 01:41:44.769000,0 days 01:42:14.683000,0 days 01:42:43.600000,311.0,326.0,304.0,330.0,True,HARD,1.0,10.0,10,10,AlphaTauri,43.4,28.2,31.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,86.916,HARD,10.0,1,53.49,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.765,-0.4,0.002,85.549,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.0,-0.531
0 days 01:44:10.467000,10,0 days 00:01:26.891000,28,1,,,0 days 00:00:28.066000,0 days 00:00:29.908000,0 days 00:00:28.917000,0 days 01:43:11.666000,0 days 01:43:41.574000,0 days 01:44:10.491000,,327.0,304.0,331.0,True,HARD,1.0,11.0,10,10,AlphaTauri,43.4,28.2,31.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,86.891,HARD,11.0,1,51.51,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.7,-0.407,0.002,85.596,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.001,-0.556
0 days 01:45:37.575000,10,0 days 00:01:27.108000,29,1,,,0 days 00:00:28.060000,0 days 00:00:29.965000,0 days 00:00:29.083000,0 days 01:44:38.551000,0 days 01:45:08.516000,0 days 01:45:37.599000,310.0,328.0,306.0,329.0,False,HARD,1.0,12.0,10,10,AlphaTauri,43.4,28.4,30.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.108,HARD,12.0,1,49.53,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.634,-0.413,0.002,85.885,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.29,-0.339
0 days 01:47:04.293000,10,0 days 00:01:26.718000,30,1,,,0 days 00:00:28.053000,0 days 00:00:29.863000,0 days 00:00:28.802000,0 days 01:46:05.652000,0 days 01:46:35.515000,0 days 01:47:04.317000,311.0,328.0,309.0,330.0,True,HARD,1.0,13.0,10,10,AlphaTauri,43.2,28.3,30.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,86.718,HARD,13.0,1,47.55,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.569,-0.42,0.001,85.568,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.0,-0.729
0 days 01:48:31.857000,10,0 days 00:01:27.564000,31,1,,,0 days 00:00:28.354000,0 days 00:00:30.263000,0 days 00:00:28.947000,0 days 01:47:32.671000,0 days 01:48:02.934000,0 days 01:48:31.881000,313.0,325.0,307.0,350.0,False,HARD,1.0,14.0,10,10,AlphaTauri,43.2,28.4,30.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.564,HARD,14.0,1,45.57,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.504,-0.426,0.001,86.485,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.89,0.117
0 days 01:49:59.366000,10,0 days 00:01:27.509000,32,1,,,0 days 00:00:28.336000,0 days 00:00:30.240000,0 days 00:00:28.933000,0 days 01:49:00.217000,0 days 01:49:30.457000,0 days 01:49:59.390000,306.0,329.0,306.0,328.0,False,HARD,1.0,15.0,10,10,AlphaTauri,43.2,28.5,30.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.509,HARD,15.0,1,43.58,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.438,-0.432,0.001,86.502,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.907,0.062
0 days 01:51:26.446000,10,0 days 00:01:27.080000,33,1,,,0 days 00:00:28.086000,0 days 00:00:30.032000,0 days 00:00:28.962000,0 days 01:50:27.476000,0 days 01:50:57.508000,0 days 01:51:26.470000,311.0,327.0,307.0,327.0,False,HARD,1.0,16.0,10,10,AlphaTauri,43.1,28.4,30.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.08,HARD,16.0,1,41.6,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.373,-0.437,0.001,86.143,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.548,-0.367
0 days 01:52:53.539000,10,0 days 00:01:27.093000,34,1,,,0 days 00:00:28.208000,0 days 00:00:29.876000,0 days 00:00:29.009000,0 days 01:51:54.678000,0 days 01:52:24.554000,0 days 01:52:53.563000,309.0,327.0,305.0,331.0,False,HARD,1.0,17.0,10,10,AlphaTauri,43.1,28.4,30.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.093,HARD,17.0,1,39.62,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.307,-0.442,0.001,86.227,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.632,-0.354
0 days 01:54:20.562000,10,0 days 00:01:27.023000,35,1,,,0 days 00:00:28.101000,0 days 00:00:29.905000,0 days 00:00:29.017000,0 days 01:53:21.664000,0 days 01:53:51.569000,0 days 01:54:20.586000,313.0,330.0,304.0,,False,HARD,1.0,18.0,10,10,AlphaTauri,42.9,28.3,30.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.023,HARD,18.0,1,37.64,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.242,-0.447,0.001,86.227,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.632,-0.424
0 days 01:55:49.181000,10,0 days 00:01:28.619000,36,1,,,0 days 00:00:28.647000,0 days 00:00:30.698000,0 days 00:00:29.274000,0 days 01:54:49.233000,0 days 01:55:19.931000,0 days 01:55:49.205000,314.0,326.0,303.0,328.0,False,HARD,1.0,19.0,10,10,AlphaTauri,42.8,28.2,31.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,88.619,HARD,19.0,1,35.66,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.177,-0.452,0.001,87.893,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,2.298,1.172
0 days 01:57:16.813000,10,0 days 00:01:27.632000,37,1,,,0 days 00:00:28.737000,0 days 00:00:30.152000,0 days 00:00:28.743000,0 days 01:56:17.942000,0 days 01:56:48.094000,0 days 01:57:16.837000,311.0,319.0,307.0,317.0,False,HARD,1.0,20.0,10,10,AlphaTauri,42.8,28.3,31.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.632,HARD,20.0,1,33.68,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.111,-0.457,0.001,86.977,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,1.382,0.185
0 days 01:58:43.860000,10,0 days 00:01:27.047000,38,1,,,0 days 00:00:28.319000,0 days 00:00:29.957000,0 days 00:00:28.771000,0 days 01:57:45.156000,0 days 01:58:15.113000,0 days 01:58:43.884000,310.0,313.0,306.0,315.0,False,HARD,1.0,21.0,10,10,AlphaTauri,43.3,28.4,31.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.047,HARD,21.0,1,31.7,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,1.046,-0.461,0.002,86.46,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.865,-0.4
0 days 02:00:10.792000,10,0 days 00:01:26.932000,39,1,,,0 days 00:00:28.224000,0 days 00:00:29.876000,0 days 00:00:28.832000,0 days 01:59:12.108000,0 days 01:59:41.984000,0 days 02:00:10.816000,308.0,312.0,304.0,314.0,False,HARD,1.0,22.0,10,10,AlphaTauri,43.2,28.4,31.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,86.932,HARD,22.0,1,29.72,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.981,-0.465,0.001,86.415,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.82,-0.515
0 days 02:01:37.741000,10,0 days 00:01:26.949000,40,1,,,0 days 00:00:28.168000,0 days 00:00:29.957000,0 days 00:00:28.824000,0 days 02:00:38.984000,0 days 02:01:08.941000,0 days 02:01:37.765000,,311.0,304.0,,False,HARD,1.0,23.0,10,10,AlphaTauri,43.1,28.4,32.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,86.949,HARD,23.0,1,27.74,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.915,-0.469,0.001,86.502,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.907,-0.498
0 days 02:03:04.462000,10,0 days 00:01:26.721000,41,1,,,0 days 00:00:28.176000,0 days 00:00:29.740000,0 days 00:00:28.805000,0 days 02:02:05.941000,0 days 02:02:35.681000,0 days 02:03:04.486000,,313.0,304.0,315.0,False,HARD,1.0,24.0,10,10,AlphaTauri,43.1,28.4,31.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,86.721,HARD,24.0,1,25.75,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.85,-0.473,0.001,86.343,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.748,-0.726
0 days 02:04:31.279000,10,0 days 00:01:26.817000,42,1,,,0 days 00:00:28.106000,0 days 00:00:29.819000,0 days 00:00:28.892000,0 days 02:03:32.592000,0 days 02:04:02.411000,0 days 02:04:31.303000,,313.0,304.0,,False,HARD,1.0,25.0,10,10,AlphaTauri,43.0,28.4,30.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,86.817,HARD,25.0,1,23.77,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.784,-0.477,0.001,86.509,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.914,-0.63
0 days 02:05:58.013000,10,0 days 00:01:26.734000,43,1,,,0 days 00:00:28.242000,0 days 00:00:29.663000,0 days 00:00:28.829000,0 days 02:04:59.545000,0 days 02:05:29.208000,0 days 02:05:58.037000,307.0,314.0,304.0,312.0,False,HARD,1.0,26.0,10,10,AlphaTauri,42.4,28.3,31.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,86.734,HARD,26.0,1,21.79,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.719,-0.48,0.0,86.495,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,0.9,-0.713
0 days 02:07:25.068000,10,0 days 00:01:27.055000,44,1,,,0 days 00:00:28.174000,0 days 00:00:29.883000,0 days 00:00:28.998000,0 days 02:06:26.211000,0 days 02:06:56.094000,0 days 02:07:25.092000,,313.0,303.0,315.0,False,HARD,1.0,27.0,10,10,AlphaTauri,42.6,28.3,31.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.055,HARD,27.0,1,19.81,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.654,-0.483,0.0,86.884,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,1.289,-0.392
0 days 02:08:53.445000,10,0 days 00:01:28.377000,45,1,,,0 days 00:00:28.872000,0 days 00:00:30.550000,0 days 00:00:28.955000,0 days 02:07:53.964000,0 days 02:08:24.514000,0 days 02:08:53.469000,,314.0,305.0,316.0,False,HARD,1.0,28.0,10,10,AlphaTauri,42.7,28.3,31.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,88.377,HARD,28.0,1,17.83,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,0.588,-0.487,0.0,88.276,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_10_s1,85.595,2.681,0.93
0 days 01:07:02.634000,11,0 days 00:01:27.557000,3,0,,,0 days 00:00:28.702000,0 days 00:00:29.808000,0 days 00:00:29.047000,0 days 01:06:03.796000,0 days 01:06:33.604000,0 days 01:07:02.651000,303.0,329.0,303.0,320.0,True,MEDIUM,0.0,3.0,11,11,Red Bull Racing,44.1,27.8,32.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.557,MEDIUM,3.0,0,101.04,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.334,-0.074,0.037,84.26,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_11_s0,84.144,0.116,0.291
0 days 01:08:29.897000,11,0 days 00:01:27.263000,4,0,,,0 days 00:00:28.260000,0 days 00:00:30.245000,0 days 00:00:28.758000,0 days 01:07:30.911000,0 days 01:08:01.156000,0 days 01:08:29.914000,322.0,313.0,303.0,327.0,True,MEDIUM,0.0,4.0,11,11,Red Bull Racing,44.2,28.0,31.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.263,MEDIUM,4.0,0,99.06,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.269,-0.096,0.038,84.052,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_11_s0,84.144,0.0,-0.003
0 days 01:09:57.163000,11,0 days 00:01:27.266000,5,0,,,0 days 00:00:28.231000,0 days 00:00:29.768000,0 days 00:00:29.267000,0 days 01:08:58.145000,0 days 01:09:27.913000,0 days 01:09:57.180000,306.0,332.0,306.0,328.0,False,MEDIUM,0.0,5.0,11,11,Red Bull Racing,43.9,28.1,32.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.266,MEDIUM,5.0,0,97.08,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.204,-0.117,0.035,84.144,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_11_s0,84.144,0.0,0.0
0 days 01:11:24.698000,11,0 days 00:01:27.535000,6,0,,,0 days 00:00:28.285000,0 days 00:00:29.925000,0 days 00:00:29.325000,0 days 01:10:25.465000,0 days 01:10:55.390000,0 days 01:11:24.715000,318.0,331.0,307.0,346.0,False,MEDIUM,0.0,6.0,11,11,Red Bull Racing,43.9,27.8,33.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.535,MEDIUM,6.0,0,95.09,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,3.138,-0.138,0.035,84.5,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_11_s0,84.144,0.356,0.269
0 days 01:16:11.638000,11,0 days 00:01:27.176000,9,1,,,0 days 00:00:28.529000,0 days 00:00:29.792000,0 days 00:00:28.855000,0 days 01:15:13.008000,0 days 01:15:42.800000,0 days 01:16:11.655000,297.0,302.0,301.0,297.0,True,HARD,1.0,2.0,11,11,Red Bull Racing,44.3,28.1,32.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,87.176,HARD,2.0,1,89.15,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.942,-0.193,0.005,84.422,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_11_s1,84.123,0.299,0.382
0 days 01:17:38.432000,11,0 days 00:01:26.794000,10,1,,,0 days 00:00:28.438000,0 days 00:00:29.589000,0 days 00:00:28.767000,0 days 01:16:40.093000,0 days 01:17:09.682000,0 days 01:17:38.449000,298.0,303.0,301.0,,True,HARD,1.0,3.0,11,11,Red Bull Racing,43.9,28.1,31.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,86.794,HARD,3.0,1,87.17,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.877,-0.21,0.004,84.123,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_11_s1,84.123,0.0,0.0
0 days 01:22:20.738000,11,0 days 00:01:26.068000,13,1,,,0 days 00:00:28.342000,0 days 00:00:29.367000,0 days 00:00:28.359000,0 days 01:21:23.029000,0 days 01:21:52.396000,0 days 01:22:20.755000,304.0,305.0,302.0,306.0,True,HARD,1.0,6.0,11,11,Red Bull Racing,43.4,28.1,32.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,86.068,HARD,6.0,1,81.23,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.681,-0.255,0.002,83.64,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_11_s1,84.123,0.0,-0.726
0 days 01:23:46.892000,11,0 days 00:01:26.154000,14,1,,,0 days 00:00:28.274000,0 days 00:00:29.447000,0 days 00:00:28.433000,0 days 01:22:49.029000,0 days 01:23:18.476000,0 days 01:23:46.909000,299.0,303.0,302.0,307.0,False,HARD,1.0,7.0,11,11,Red Bull Racing,43.3,28.1,32.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,86.154,HARD,7.0,1,79.25,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.615,-0.269,0.002,83.806,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_11_s1,84.123,0.0,-0.64
0 days 01:25:12.994000,11,0 days 00:01:26.102000,15,1,,,0 days 00:00:28.253000,0 days 00:00:29.549000,0 days 00:00:28.300000,0 days 01:24:15.162000,0 days 01:24:44.711000,0 days 01:25:13.011000,300.0,306.0,302.0,309.0,False,HARD,1.0,8.0,11,11,Red Bull Racing,43.3,28.1,32.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,86.102,HARD,8.0,1,77.26,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.55,-0.282,0.002,83.832,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_11_s1,84.123,0.0,-0.692
0 days 01:26:39.199000,11,0 days 00:01:26.205000,16,1,,,0 days 00:00:28.371000,0 days 00:00:29.416000,0 days 00:00:28.418000,0 days 01:25:41.382000,0 days 01:26:10.798000,0 days 01:26:39.216000,301.0,307.0,303.0,308.0,False,HARD,1.0,9.0,11,11,Red Bull Racing,43.8,28.3,32.0,False,1,2022,2022-09-11_Italian_Grand_Prix,2022-09-11_Race,Monza,2022-09-11 Italian Grand Prix,86.205,HARD,9.0,1,75.28,GREEN_VALID,True,Clean flying lap with observable degradation dynamics.,2.484,-0.295,0.003,84.013,FASTF1_CACHE_GROUNDED,2022_2022-09-11_Italian_Grand_Prix_11_s1,84.123,0.0,-0.589
